review_text;title;language;language_detected_context;language_detected_full;language_majority_lang;language_majority_percentage;review_text_preprocessed;razonamiento_corto;etiqueta;estado_etiquetado
A very nice tour, made even more enjoyable by the professionalism of the guide Valentina: with great friendliness and patience, she answered all our doubts and gave us a lot of historical information. It's very worth it! Review of: Official Tour of the Metropolitan Cathedral of Santiago Obrigado pelo seu comentário, caro viajante, ficamos felizes em saber que gostou do nosso serviço, nossa equipe ficará muito feliz em recebê-lo novamente.;A surprise in the center of Santiago!;en;en;en;en;0.7895043034521146;A very nice tour, made even more enjoyable by the professionalism of the guide Valentina: with great friendliness and patience, she answered all our doubts and gave us a lot of historical information. It's very worth it! Review of: Official Tour of the Metropolitan Cathedral of Santiago Obrigado pelo seu comentário, caro viajante, ficamos felizes em saber que gostou do nosso serviço, nossa equipe ficará muito feliz em recebê-lo novamente.;Step 1: management (via service experience). Step 2: no future gap (past praise). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Super recommend. The driver and Guia Rafael are amazing. Can address everyone with attention and explain with exime. I had an incredible experience. Next year I will be back in Chile and this company already has my preference.;Excellent;en;en;en;en;0.787889080735038;Super recommend. The driver and Guia Rafael are amazing. Can address everyone with attention and explain with exime. I had an incredible experience. Next year I will be back in Chile and this company already has my preference.;Step 1: management (implied). Step 2: yes (wishes for better attention/explanation). Step 3: yes (actionable training/communication improvement). SUGGESTION;SUGGESTION;ok
Never got there due to pouring rain/winds. Was to be part of tour but had to abort. Shame. Stayed in café/restaurant for hours waiting for weather to clear but had to give up. On a tour so had to miss the trip.;Bad weather;en;en;en;en;1.0;Never got there due to pouring rain/winds. Was to be part of tour but had to abort. Shame. Stayed in café/restaurant for hours waiting for weather to clear but had to give up. On a tour so had to miss the trip.;Step 1: tourists. Step 2: no future gap (describes past events). Step 3: no actionable change (weather is external). NON-SUGGESTION;NON-SUGGESTION;ok
You get a 10 minute tour ,and you only get to visit the small garden next to the parking . A total rip off.;It is totally not worth it ,total rip off;en;en;en;en;1.0;You get a 10 minute tour ,and you only get to visit the small garden next to the parking . A total rip off.;Step 1: management (implied via 'you'). Step 2: no future gap (complaint about current experience). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
It is the most important place to walk in Santiago, where people usually do sports. At the top you can access walking on trails or by a modern funicular. It is worth reaching the summit where beautiful views of the entire city of Santiago are achieved, besides drinking ‘mote con huesillos’, the typical drink of Chile;A hill with beautiful views of the city of Santiago;en;en;en;en;0.843478577578452;It is the most important place to walk in Santiago, where people usually do sports. At the top you can access walking on trails or by a modern funicular. It is worth reaching the summit where beautiful views of the entire city of Santiago are achieved, besides drinking ‘mote con huesillos’, the typical drink of Chile;Step 1: tourists. Step 2: no future gap. Step 3: not actionable. The review describes the location's features and positive aspects without requesting changes or addressing management.;NON-SUGGESTION;ok
Today's guide told us about his life, activities, books. I was left wanting to know more about this multifaceted poet. I knew very little about his life. Beautiful house. Impeccable facilities. His grave seemed to me to be a place with a certain solemnity. Very informed and friendly guide and ready to answer questions. A message for the State of Chile. Pave access road. One of the greatest Chilean poets deserves it!!!!;Beautiful museum. Great view of the poet's tomb. Excellent guide.;en;en;en;en;0.8404935874027727;Today's guide told us about his life, activities, books. I was left wanting to know more about this multifaceted poet. I knew very little about his life. Beautiful house. Impeccable facilities. His grave seemed to me to be a place with a certain solemnity. Very informed and friendly guide and ready to answer questions. A message for the State of Chile. Pave access road. One of the greatest Chilean poets deserves it!!!!;Step 1: Management (State of Chile). Step 2: Yes (desire for improved access and more information). Step 3: Yes (paving road and enhancing guide content are actionable). SUGGESTION;SUGGESTION;ok
My wife and did the 3-hour horseback riding with them on December 23, and it was one of the best days of our trip to Patagonia. We stumbled upon the tour by accident, booking the 'Cabalgata Lago Sofia' tour through our hostel, and WOW it did not disappoint! It is about 25m outside of town, so we had to pay extra for transportation there and back. Once there, our guide Zdanke (sp?) took time to make us feel safe and comfortable on the horses. I have gone horseback riding maybe 2 times before, and those 2 times we just walked in a line. This was different: we were briefly trained how to get our horses to walk, trot, turn, stop, etc. Our guide had impeccable English, took the time to make us feel comfortable, and literally DRAGGED me and my horse up the hill when my horse felt a bit stubborn and didn't want to walk with the rest of the group. I'll admit, I got frustrated a couple times, not knowing how to make my horse keep up. But our guide stuck with me, gave me tips, and finally - FINALLY! - I got my horse to walk, trot, and even canter at the end. The scenery is breathtaking. Sign up for the 3 hour tour to get a stunning view over the lake and surroundings. Cost was about 50,000p each (if I remember right - could be off a bit). Me ha impresionado sus comentarios compartidos en esta vìa, tremendamente agradecida y todo el equipo de Pingo Salvaje. Que tenga un excelente viaje!!! y muchas felicidades para este nuevo año!;Experience Patagonia like never before!;en;en;en;en;0.8348941586351274;My wife and did the 3-hour horseback riding with them on December 23, and it was one of the best days of our trip to Patagonia. We stumbled upon the tour by accident, booking the 'Cabalgata Lago Sofia' tour through our hostel, and WOW it did not disappoint! It is about 25m outside of town, so we had to pay extra for transportation there and back. Once there, our guide Zdanke (sp?) took time to make us feel safe and comfortable on the horses. I have gone horseback riding maybe 2 times before, and those 2 times we just walked in a line. This was different: we were briefly trained how to get our horses to walk, trot, turn, stop, etc. Our guide had impeccable English, took the time to make us feel comfortable, and literally DRAGGED me and my horse up the hill when my horse felt a bit stubborn and didn't want to walk with the rest of the group. I'll admit, I got frustrated a couple times, not knowing how to make my horse keep up. But our guide stuck with me, gave me tips, and finally - FINALLY! - I got my horse to walk, trot, and even canter at the end. The scenery is breathtaking. Sign up for the 3 hour tour to get a stunning view over the lake and surroundings. Cost was about 50,000p each (if I remember right - could be off a bit). Me ha impresionado sus comentarios compartidos en esta vìa, tremendamente agradecida y todo el equipo de Pingo Salvaje. Que tenga un excelente viaje!!! y muchas felicidades para este nuevo año!;Step 1: Tourists (describing personal experience). Step 2: No future gap (describes past events and resolution). Step 3: No actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Even though we had no reservation, Antonio made time to give us a wonderful tasting. Very special place, hidden between the mountains. We got the opportunity to taste wine per glass that we normally would not be able to afford. Gracias Antonio!;Beautiful winery tucked away between the mountains, delicious wines;en;en;en;en;0.7388378937791162;Even though we had no reservation, Antonio made time to give us a wonderful tasting. Very special place, hidden between the mountains. We got the opportunity to taste wine per glass that we normally would not be able to afford. Gracias Antonio!;Step 1: tourists/management (addressing staff directly). Step 2: no future gap (compliment on experience). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Its a very large park in length which is well utilized by the locals.Large playground area.Has a very neat food court .Closes at 9pm.This is mainly for locals to enjoy who live in the many apartment build gins in the area...it is close to the hotel we stayed at Atton Las Condos.;A large fenced in park;en;en;en;en;0.6754386782269972;Its a very large park in length which is well utilized by the locals.Large playground area.Has a very neat food court .Closes at 9pm.This is mainly for locals to enjoy who live in the many apartment build gins in the area...it is close to the hotel we stayed at Atton Las Condos.;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. Descriptive observations about features and location without requests for management action.;NON-SUGGESTION;ok
The beach is excellent, White sand, very reasonable umbrella and chair rental. I didnt want to leave.;This is an excellent beach! Beautiful;en;en;en;en;1.0;The beach is excellent, White sand, very reasonable umbrella and chair rental. I didnt want to leave.;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. The review is a positive description of the beach experience without requesting changes.;NON-SUGGESTION;ok
