review_text;title;language;language_detected_context;language_detected_full;language_majority_lang;language_majority_percentage;review_text_preprocessed;razonamiento_corto;etiqueta;estado_etiquetado
We took several tours in Atacama and also went to Salar de Uyuni in Bolivia, all with the Fláviabia agency. The place is already inexplicably wonderful, but I can say with certainty that the experiences that the agency provides us at all times made all the difference. From the service before here in Brazil, the very responsible and prepared guides, the concern with food, the care at all times. Being in a beautiful place is incredible. Being in a beautiful place, with a breakfast table prepared to order, with everything fresh and thought of how to do the best for us. That made all the difference. At Salar we had a beautiful experience of blindfolding and being surprised, we had lunch in a tent, a table with food and drinks at sunset. Another important factor was punctuality and cars in excellent condition. You can already tell that it was one of the best trips of my life, right!? I highly recommend it! Enjoy!;Amazing experience!;en;en;en;en;0.8128208924883789;We took several tours in Atacama and also went to Salar de Uyuni in Bolivia, all with the Fláviabia agency. The place is already inexplicably wonderful, but I can say with certainty that the experiences that the agency provides us at all times made all the difference. From the service before here in Brazil, the very responsible and prepared guides, the concern with food, the care at all times. Being in a beautiful place is incredible. Being in a beautiful place, with a breakfast table prepared to order, with everything fresh and thought of how to do the best for us. That made all the difference. At Salar we had a beautiful experience of blindfolding and being surprised, we had lunch in a tent, a table with food and drinks at sunset. Another important factor was punctuality and cars in excellent condition. You can already tell that it was one of the best trips of my life, right!? I highly recommend it! Enjoy!;Step 1: management. Step 2: no future gap (praise of current services). Step 3: not actionable. NON-SUGGESTION (compliments and recommendation to others).;NON-SUGGESTION;ok
A pleasant and different walk. It is nice to see the city and the hill from another perspective. Highly recommended Hola! Muchas gracias por dejarnos su comentario. Nos alegra saber que disfrutaron de la experiencia. Saludos!;Nice walk;en;en;en;en;0.8426967991870538;A pleasant and different walk. It is nice to see the city and the hill from another perspective. Highly recommended Hola! Muchas gracias por dejarnos su comentario. Nos alegra saber que disfrutaron de la experiencia. Saludos!;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. NON-SUGGESTION;NON-SUGGESTION;ok
Heater!! After very cold, we were gratified with a bath of “cold” water. Unusual visual. Extremely relaxing bath!!;Heater!!;en;en;en;en;1.0;Heater!! After very cold, we were gratified with a bath of “cold” water. Unusual visual. Extremely relaxing bath!!;Step 1: tourists. Step 2: no future gap. Step 3: no actionable. NON-SUGGESTION;NON-SUGGESTION;ok
Excellent service! Pleasant atmosphere and personal treatment, the outdoor walk is combined with historical reviews and information about the place visited. Always concerned about people's well-being Muchas gracias por tu comentario ! esperamos volver a verte en una proxima aventura;Horseback riding and stand up paddle on the river;en;en;en;en;0.7754453529845885;Excellent service! Pleasant atmosphere and personal treatment, the outdoor walk is combined with historical reviews and information about the place visited. Always concerned about people's well-being Muchas gracias por tu comentario ! esperamos volver a verte en una proxima aventura;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. NON-SUGGESTION;NON-SUGGESTION;ok
One of the bets places you can visit in Torres del Paine, outside the W circuit. Recommended, especially in a sunny day.;A fabulous place;en;en;en;en;0.544415623165925;One of the bets places you can visit in Torres del Paine, outside the W circuit. Recommended, especially in a sunny day.;Step 1: tourists/advice to others. Step 2: no future gap (descriptive recommendation). Step 3: not actionable for management. NON-SUGGESTION;NON-SUGGESTION;ok
Wow! Can’t say enough amazing things about our tour with Sebastian and Francisca! If you are looking for a good tour in Chile, you’ve found it! Our Magical Maze route in Valparaíso was incredible. The car ride was comfy and we listened to cool Chilean music on the way and learned a lot about the geography and culture of the valleys and coast. They were both so knowledgeable, kind, and made us feel like we were locals for the day! They were secas (which we learned today means the best 😊);If you’re visiting Santiago, use this agency!;en;en;en;en;0.9000001659250976;Wow! Can’t say enough amazing things about our tour with Sebastian and Francisca! If you are looking for a good tour in Chile, you’ve found it! Our Magical Maze route in Valparaíso was incredible. The car ride was comfy and we listened to cool Chilean music on the way and learned a lot about the geography and culture of the valleys and coast. They were both so knowledgeable, kind, and made us feel like we were locals for the day! They were secas (which we learned today means the best 😊);Step 1: tourists/advice to others. Step 2: no future gap (only praise). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
It was a short trip up on the Funnicular. We were disappointed that the cable car was not functioning and we expect that was the case since the 2010 earthquake. It was a Sunday and it is busy with locals as it seems to be work out spot. Mapping is ok but the great view is not always visible due to whether. A fine trip but less of a tourist view spot and more of a great work out (bike jog or hill walk) spot.;View and Funnicular;en;en;en;en;0.8433853044449068;It was a short trip up on the Funnicular. We were disappointed that the cable car was not functioning and we expect that was the case since the 2010 earthquake. It was a Sunday and it is busy with locals as it seems to be work out spot. Mapping is ok but the great view is not always visible due to whether. A fine trip but less of a tourist view spot and more of a great work out (bike jog or hill walk) spot.;Step 1: Tourist talking to others. Step 2: No explicit desire for change (disappointment noted but not requested). Step 3: No concrete actionable request for management. NON-SUGGESTION;NON-SUGGESTION;ok
We went on two days of tours (and the Uncorked Cooking Class). We had a great experience due to their outstanding service, recommendations and education. Everyone we met with uncorked was fantastic. The tour guides at each vineyard were great. The vineyards ranged from small to large and each showed you something different about the process. My favorite was making our own blended wine! Uncorked also sold us a box for $10 that was great to check as luggage to take wine back home. I would highly recommend this company!;Great tours!;en;en;en;en;0.9009447607254693;We went on two days of tours (and the Uncorked Cooking Class). We had a great experience due to their outstanding service, recommendations and education. Everyone we met with uncorked was fantastic. The tour guides at each vineyard were great. The vineyards ranged from small to large and each showed you something different about the process. My favorite was making our own blended wine! Uncorked also sold us a box for $10 that was great to check as luggage to take wine back home. I would highly recommend this company!;Step 1: Tourists/advice to others. Step 2: No future gap (descriptive praise). Step 3: No actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Try to visit all of Neruda's houses while you are visiting Chile! This is one of the best. An excellent introduction into Latin American Literature and the culture that surrounds it.;Excellent and Informative;en;en;en;en;1.0;Try to visit all of Neruda's houses while you are visiting Chile! This is one of the best. An excellent introduction into Latin American Literature and the culture that surrounds it.;Step 1: tourists. Step 2: no. Step 3: no. NON-SUGGESTION (advice to other tourists, not management).;NON-SUGGESTION;ok
Excellent service, qualified professionals, punctual, finim, wonderful. We had a wonderful experience in San Pedro do Atacama with the company Araya.;Divine Experience;en;en;en;en;0.8000002550684666;Excellent service, qualified professionals, punctual, finim, wonderful. We had a wonderful experience in San Pedro do Atacama with the company Araya.;Step 1: tourists. Step 2: no. Step 3: no. Compliments without requests for change.;NON-SUGGESTION;ok
