review_text;title;language;language_detected_context;language_detected_full;language_majority_lang;language_majority_percentage;review_text_preprocessed;razonamiento_corto;etiqueta;estado_etiquetado
"I live in Valparaiso and visit the port area to go shopping, as there are some fantastic old fashioned shops. I also go there to socialize and I would particularly recommend Bar La Playa and the Chilean-Peruvian restaurant Taberna de Oskar, which for some reason doesn`t seem to be on Trip Advisor. This area is not dangerous, although many locals will like to tell you that it is! I couldn`t look more like a gringo, but I`ve never had any problems. If you are a visitor the normal rules apply; don`t walk around with wads of cash, your passport and credit card. Last week a German tourist lost his / her daypack in a different part of the city and the thief was lucky as it contained 8000 euros. Those of us who live here regret that this person was robbed, but what were they thinking of to be carrying around that amount of cash, visiting an isolated place alone?";Not dangerous at all, just be careful;en;en;en;en;0.9297728307051256;"I live in Valparaiso and visit the port area to go shopping, as there are some fantastic old fashioned shops. I also go there to socialize and I would particularly recommend Bar La Playa and the Chilean-Peruvian restaurant Taberna de Oskar, which for some reason doesn`t seem to be on Trip Advisor. This area is not dangerous, although many locals will like to tell you that it is! I couldn`t look more like a gringo, but I`ve never had any problems. If you are a visitor the normal rules apply; don`t walk around with wads of cash, your passport and credit card. Last week a German tourist lost his / her daypack in a different part of the city and the thief was lucky as it contained 8000 euros. Those of us who live here regret that this person was robbed, but what were they thinking of to be carrying around that amount of cash, visiting an isolated place alone?";Step 1: tourists/advice to others. Step 2: no future gap (describes past events). Step 3: no actionable change for management. NON-SUGGESTION;NON-SUGGESTION;ok
Hidden away in the Casablanca Valley, the drive from Santiago was definitely worth the trip. After leaving Santiago on a hot day, we arrived at the Kingston Family Vineyards to find the valley unexpectedly cool and slightly foggy – a great surprise and perfect for walking around outside. Judith greeted us and took her time walking us through the entire winemaking process, explaining the history of the vineyard, and taking special attention to describe the extra care used in producing their signature Pinot Noir. We then moved on to the terrace to taste the wine, which was a perfect location. The terrace was set into a hillside overlooking the valley, and was very quiet. With only the sounds of birds chirping, leaves rustling, and water trickling from several fountains, it was incredibly relaxing. We were able to relax, taste the wine, and enjoy the scenery. Kingston was the opposite of your traditional, large vineyard/winery experience. We felt very welcomed, never rushed, and all of our questions were met with enthusiasm. If you find yourself in Santiago with a few hours to spare, a visit to Kingston should be on your list.;Scenic drive, relaxing visit, and great wines;en;en;en;en;0.8830023512912761;Hidden away in the Casablanca Valley, the drive from Santiago was definitely worth the trip. After leaving Santiago on a hot day, we arrived at the Kingston Family Vineyards to find the valley unexpectedly cool and slightly foggy – a great surprise and perfect for walking around outside. Judith greeted us and took her time walking us through the entire winemaking process, explaining the history of the vineyard, and taking special attention to describe the extra care used in producing their signature Pinot Noir. We then moved on to the terrace to taste the wine, which was a perfect location. The terrace was set into a hillside overlooking the valley, and was very quiet. With only the sounds of birds chirping, leaves rustling, and water trickling from several fountains, it was incredibly relaxing. We were able to relax, taste the wine, and enjoy the scenery. Kingston was the opposite of your traditional, large vineyard/winery experience. We felt very welcomed, never rushed, and all of our questions were met with enthusiasm. If you find yourself in Santiago with a few hours to spare, a visit to Kingston should be on your list.;Step 1: tourists. Step 2: no. Step 3: no. The review describes a positive experience without requesting changes to management. It includes advice to other tourists, which is non-suggestion.;NON-SUGGESTION;ok
We thoroughly enjoyed this tour, thanks to our great and knowledgeable guide, Rene. It was fascinating to see how much we could see and learn from a naked-eye observation. The more detailed observations of planets, stars, nebulae, and clusters was awsome. It makes you wonder if earth is really flat after all😁 I highly recommend this tour in english if you are visiting San Pedro.;Amazing tour;en;en;en;en;0.9599999732447774;We thoroughly enjoyed this tour, thanks to our great and knowledgeable guide, Rene. It was fascinating to see how much we could see and learn from a naked-eye observation. The more detailed observations of planets, stars, nebulae, and clusters was awsome. It makes you wonder if earth is really flat after all😁 I highly recommend this tour in english if you are visiting San Pedro.;Step 1: Tourists/advice to others. Step 2: No future gap (descriptive praise). Step 3: No actionable change for management. NON-SUGGESTION;NON-SUGGESTION;ok
Fantastic landscapes, unforgettable places. Taking breakfast and lunch at the foot of the Licancabur volcano has no price.;Fantastic Landscapes;en;en;en;en;0.6744192937637802;Fantastic landscapes, unforgettable places. Taking breakfast and lunch at the foot of the Licancabur volcano has no price.;Step 1: Tourists. Step 2: No future gap. Step 3: No actionable change. NON-SUGGESTION;NON-SUGGESTION;ok
Excellent Tour!, Both Marina master guide and Bastian the driver, were always friendly attentive, with extensive knowledge of both the area and geological and historical. It depends a lot on the weather, but you have to keep in mind that it always rains here, and the wind quickly moves the clouds, so a cloudy day can end up being spectacular. I absolutely recommend the Tour with this company, very responsible and professional Review of: FULL DAY Torres del Payne from Puerto Natales;Wonderful day!;en;en;en;en;0.8633123918055375;Excellent Tour!, Both Marina master guide and Bastian the driver, were always friendly attentive, with extensive knowledge of both the area and geological and historical. It depends a lot on the weather, but you have to keep in mind that it always rains here, and the wind quickly moves the clouds, so a cloudy day can end up being spectacular. I absolutely recommend the Tour with this company, very responsible and professional Review of: FULL DAY Torres del Payne from Puerto Natales;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. NON-SUGGESTION;NON-SUGGESTION;ok
Incredible tour, we were amazed by the beauty of the place, we just weren't prepared for how cold it was lol, everything was incredible, the guide Francisco is amazing too! I highly recommend Review of: Small-Group Cajón del Maipo Full-Day Tour and Picnic Muito obrigado pelo seu comentário, valorizamos muito. Ficamos felizes em saber que, apesar das inconveniências, vocês aproveitaram o passeio e a atenção dos nossos guias. Atenciosamente. MTO Tour Team;Amazing tour;en;en;en;en;0.6571273420924633;Incredible tour, we were amazed by the beauty of the place, we just weren't prepared for how cold it was lol, everything was incredible, the guide Francisco is amazing too! I highly recommend Review of: Small-Group Cajón del Maipo Full-Day Tour and Picnic Muito obrigado pelo seu comentário, valorizamos muito. Ficamos felizes em saber que, apesar das inconveniências, vocês aproveitaram o passeio e a atenção dos nossos guias. Atenciosamente. MTO Tour Team;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. NON-SUGGESTION (descriptive experience and recommendation to others).;NON-SUGGESTION;ok
This was the wine experience I had in Santiago! We saw everything we wanted to, talked about grapes and wine and History, bought a FANTASTIC sample. I just didn't want to leave no more. To wrap it up, I can say that we will never forget Cousino Macul or our guide, Maurício. And we will be back, surely.;I am not leaving.;en;en;en;en;0.8118815560617767;This was the wine experience I had in Santiago! We saw everything we wanted to, talked about grapes and wine and History, bought a FANTASTIC sample. I just didn't want to leave no more. To wrap it up, I can say that we will never forget Cousino Macul or our guide, Maurício. And we will be back, surely.;Step 1: tourists. Step 2: no future gap. Step 3: no actionable. NON-SUGGESTION;NON-SUGGESTION;ok
Amazing sites to see. Well worth the trip. Guide was knowledgeable. However I felt he could have brought us together more to explain what we were seeing. One on one he had a wealth of knowledge to share but in the group he kept to the very basics of what we were seeing. My biggest complaint was regarding one of the other guests who wasted the time of the group being self absorbed in selfies. Our tour was supposed to end at 4:30 but instead it ended at 6:00. And this was not because we saw additional sites. I feel the guide should have reigned the individual in. We had plans in the late afternoon which were missed. Clients can be difficult but we are ALL clients and the guide should have dealt with the individual. Review of: Full Day Tour to Piedras Rojas, Altiplanic Lagoons and Chaxa;Great sites - but…;en;en;en;en;0.914396942556728;Amazing sites to see. Well worth the trip. Guide was knowledgeable. However I felt he could have brought us together more to explain what we were seeing. One on one he had a wealth of knowledge to share but in the group he kept to the very basics of what we were seeing. My biggest complaint was regarding one of the other guests who wasted the time of the group being self absorbed in selfies. Our tour was supposed to end at 4:30 but instead it ended at 6:00. And this was not because we saw additional sites. I feel the guide should have reigned the individual in. We had plans in the late afternoon which were missed. Clients can be difficult but we are ALL clients and the guide should have dealt with the individual. Review of: Full Day Tour to Piedras Rojas, Altiplanic Lagoons and Chaxa;Step 1: management. Step 2: future gap (desire for better group engagement and handling disruptive guests). Step 3: actionable (suggests training guides to improve group dynamics). SUGGESTION;SUGGESTION;ok
plenty of shopping and restaurants, night life as well, in a very good location in the center of santiago;Great Place;en;en;en;en;1.0;plenty of shopping and restaurants, night life as well, in a very good location in the center of santiago;Step 1: Tourists (describing features for others). Step 2: No future gap (descriptive praise). Step 3: No actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
How great it would have been to be invited to one of his dinners and listening to what he would have said about life, politics, love and literature. What a house and what a creative builder of houses. A fantastic view and a house filled with treasures from around the world. You just have to come and see it. We also visited his house in Santiago.;House of a great man.;en;en;en;en;1.0;How great it would have been to be invited to one of his dinners and listening to what he would have said about life, politics, love and literature. What a house and what a creative builder of houses. A fantastic view and a house filled with treasures from around the world. You just have to come and see it. We also visited his house in Santiago.;Step 1: tourists. Step 2: no future gap (describes past experience). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
