review_text;title;language;language_detected_context;language_detected_full;language_majority_lang;language_majority_percentage;review_text_preprocessed;razonamiento_corto;etiqueta;estado_etiquetado
WE have been around in a shining day. Absolutely great for the landscape and the look outs on lakes and mountains the drive is easy and good for all cars even if the best is to fave a suv for a better comfort;It is a nice 30km drive on a gravel toad but in good contion;en;en;en;en;1.0;WE have been around in a shining day. Absolutely great for the landscape and the look outs on lakes and mountains the drive is easy and good for all cars even if the best is to fave a suv for a better comfort;Step 1: tourists (personal experience description). Step 2: yes desire but implied, not explicit request gap. Step 3: vague observation without actionable change. NON-SUGGESTION;NON-SUGGESTION;ok
I spent a lot of time investigating different activities and felt that a private wine tour would be perfect for my husband and I. Over the course of 3 weeks I sent 3 emails to Wine Tours asking for information about their tours and indicating that I was interested in booking a half day tour. In all fairness to Wine Tours Valparaiso, the time period was over the holidays, but I still believe it was inexcusable not to answer any of my emails. Its a very busy time and all tours may have been already booked but the company should have the courtesy to respond to inquires in a timely fashion, so I could have made other arrangements. I finally gave up and contacted Ruta Valparaiso who responded within hours of my first email indicating that they were completely booked for the date I needed. Shortly after their first email, they sent me a second with the name of an independent guide that I might hire for the day-now that is service! Sorry we could not respond. Our email was down and we had various problems with our hosting provider. These things happen and we are sorry.;No response to emails;en;en;en;en;0.9271900293184198;I spent a lot of time investigating different activities and felt that a private wine tour would be perfect for my husband and I. Over the course of 3 weeks I sent 3 emails to Wine Tours asking for information about their tours and indicating that I was interested in booking a half day tour. In all fairness to Wine Tours Valparaiso, the time period was over the holidays, but I still believe it was inexcusable not to answer any of my emails. Its a very busy time and all tours may have been already booked but the company should have the courtesy to respond to inquires in a timely fashion, so I could have made other arrangements. I finally gave up and contacted Ruta Valparaiso who responded within hours of my first email indicating that they were completely booked for the date I needed. Shortly after their first email, they sent me a second with the name of an independent guide that I might hire for the day-now that is service! Sorry we could not respond. Our email was down and we had various problems with our hosting provider. These things happen and we are sorry.;Step 1: tourist/management. Step 2: future gap/yes (desired timely responses). Step 3: actionable (requests for better communication/inquiries handling). NON-SUGGESTION;NON-SUGGESTION;ok
This is a good sized open area in the center of a metropolitan area. There is a very unique cell phone shaped building overlooking the area. Learn to recognize this building as it is tall enough to orient by from many areas of the city. I understand from a guided tour that this is a gathering spot for city folks to celebrate when sports teams win or other significant 'Chilean' things happen. It also next to the river and next to a long park (Parque Forestal) which is very pleasant to walk through.;Nice roundabout with statues in the center of a metropolitan area;en;en;en;en;0.9742268368790428;This is a good sized open area in the center of a metropolitan area. There is a very unique cell phone shaped building overlooking the area. Learn to recognize this building as it is tall enough to orient by from many areas of the city. I understand from a guided tour that this is a gathering spot for city folks to celebrate when sports teams win or other significant 'Chilean' things happen. It also next to the river and next to a long park (Parque Forestal) which is very pleasant to walk through.;Step 1: tourist observations/management. Step 2: no future gap/stated desires. Step 3: lacks actionable change requests. NON-SUGGESTION;NON-SUGGESTION;ok
If you are short of time & don't want to compromise on the highlights that Latvia has to offer - this is the one for you. Quaint Kuldiga with its waterfalls amidst healing nature, a pleasant stroll at the Kemeri Bog Walk & relaxing Jurmala all in half a day. Add the professionalism of Jimmy, friendliness of Simona & the exquisite tastes of Latvian cuisine. You won't feel you are on tour - you feel you are with buddies who happen to know the ins & outs of Latvia :) Review of: Best of Latvia, Jurmala, Kemeri N Park, Kuldiga City, Food & More;Gem of a trip!;en;en;en;en;0.9791631177118356;If you are short of time & don't want to compromise on the highlights that Latvia has to offer - this is the one for you. Quaint Kuldiga with its waterfalls amidst healing nature, a pleasant stroll at the Kemeri Bog Walk & relaxing Jurmala all in half a day. Add the professionalism of Jimmy, friendliness of Simona & the exquisite tastes of Latvian cuisine. You won't feel you are on tour - you feel you are with buddies who happen to know the ins & outs of Latvia :) Review of: Best of Latvia, Jurmala, Kemeri N Park, Kuldiga City, Food & More;Step 1: Tourists/other travelers. Step 2: No explicit request for change (describes personal experience and recommendations). Step 3: Advice to peers about itinerary planning—not actionable by management.;NON-SUGGESTION;ok
I loved the experience, I can only praise the agency, great service, punctual, guides are super attentive and fun. It's very worth it.;Excellent;en;en;en;en;0.6056343075593509;I loved the experience, I can only praise the agency, great service, punctual, guides are super attentive and fun. It's very worth it.;Step 1: tourist talking to agency/service (not management). Step 2: no future gap (expresses satisfaction/praise only). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Valentina was excellent, made us feel welcome and what a beautiful place. Plus the wines!! Highly recommend Review of: Traditional Wine Tour in Viña Cousiño Macul Official English Dear Benjamin, Thank you for taking the time to write a review and recommed us. We are really happy that our guide, Valentina, was able to transmit to you our culture, history and specially, our guide was able to tell you all about our wines. We hope to see you again in a near future Regards Cousiño Macul Team;Amazing tour, beautiful venue;en;en;en;en;0.8367195912642696;Valentina was excellent, made us feel welcome and what a beautiful place. Plus the wines!! Highly recommend Review of: Traditional Wine Tour in Viña Cousiño Macul Official English Dear Benjamin, Thank you for taking the time to write a review and recommed us. We are really happy that our guide, Valentina, was able to transmit to you our culture, history and specially, our guide was able to tell you all about our wines. We hope to see you again in a near future Regards Cousiño Macul Team;Step 1: Tourist talking to management? No (describing experience/complimenting). Step 2: Expresses desired future state with gap? No (only positive statements). Step 3: Actionable suggestion for improvement? No. NON-SUGGESTION;NON-SUGGESTION;ok
Well organized tour to such a beautiful location! The tour guide (Daniel S) was very informative and always took the time to translate everything to me even though I was the only non-Spanish speaker. Wine and cheese went down perfectly and at the end we stopped off at a lovely restaurant for a late lunch. Loved it. Thank you very much for your comment Kjean92. We are very happy, because you could enjoy your experience with us to the fullest. We thank you for recognizing Daniel work. We look forward to a new adventure together. Turistik Team.;Turistik - Cajon Del Maipo Tour;en;en;en;en;0.925020759856239;Well organized tour to such a beautiful location! The tour guide (Daniel S) was very informative and always took the time to translate everything to me even though I was the only non-Spanish speaker. Wine and cheese went down perfectly and at the end we stopped off at a lovely restaurant for a late lunch. Loved it. Thank you very much for your comment Kjean92. We are very happy, because you could enjoy your experience with us to the fullest. We thank you for recognizing Daniel work. We look forward to a new adventure together. Turistik Team.;Step 1: Tourists/mangement (praise of organization/guide). Step 2: No future gap (satisfaction described without requesting change). Step 3: Not actionable (compliments, not requests for modification). NON-SUGGESTION;NON-SUGGESTION;ok
Summit Chile was recommended by our Hostal host as one of the 3 reputable companies to do the volcano trek in Pucon. we checked out Summitt Chile first and we were immediately impressed with the professional attitude, enthusiasm and equipment, that we booked there and then for a vulcano trek later in the week. Summitt Chile is operated by Husband and wife team, Claudio and Suzie, a ChiLean mountain climber and A Canadian hiker, and they are very much involved in improving safety on the vulcano as there are many rogue operators. We were not disappointed as we had a party of 4 and Claudio had another competent guide coming with us as well. He operates on a 3 to 1 guide basis with a maximum of 12 customers. We had a great day as Claudio was funny and constantly interacting whilst keeping a close eye on our group, with regular stops. At the Summitt, he checked out all the areas first before he allowed us to proceed near the crater, which had started to rumble again after 4 years of being dormant. Claudio stayed with all the time as opposed to some parties of which the hikers were roaming around close to the crater without supervision. When it was time to descend, Claudio guided us off the steeper part of the vulcano before he allowed us to slide down on the plastic pads, after having given us the proper instructions. He does not believe in exposing his customers to unnecessary danger, unlike some of the other operators who, I noticed, push their charges down from the very top. Summit Chile's office is located at Urrutia 585, which is adjacent to the main street of Pucon. I definitely recommend Summitt Chile to anyone who wants to do the vulcano trek.;Summit Chile is the go!!;en;en;en;en;0.8890550919384872;Summit Chile was recommended by our Hostal host as one of the 3 reputable companies to do the volcano trek in Pucon. we checked out Summitt Chile first and we were immediately impressed with the professional attitude, enthusiasm and equipment, that we booked there and then for a vulcano trek later in the week. Summitt Chile is operated by Husband and wife team, Claudio and Suzie, a ChiLean mountain climber and A Canadian hiker, and they are very much involved in improving safety on the vulcano as there are many rogue operators. We were not disappointed as we had a party of 4 and Claudio had another competent guide coming with us as well. He operates on a 3 to 1 guide basis with a maximum of 12 customers. We had a great day as Claudio was funny and constantly interacting whilst keeping a close eye on our group, with regular stops. At the Summitt, he checked out all the areas first before he allowed us to proceed near the crater, which had started to rumble again after 4 years of being dormant. Claudio stayed with all the time as opposed to some parties of which the hikers were roaming around close to the crater without supervision. When it was time to descend, Claudio guided us off the steeper part of the vulcano before he allowed us to slide down on the plastic pads, after having given us the proper instructions. He does not believe in exposing his customers to unnecessary danger, unlike some of the other operators who, I noticed, push their charges down from the very top. Summit Chile's office is located at Urrutia 585, which is adjacent to the main street of Pucon. I definitely recommend Summitt Chile to anyone who wants to do the vulcano trek.;"Step 1: tourists/service (praising safety measures vs. competitors). Step 2: no future gap expressed explicitly toward management; describes comparative strengths instead of desired changes. Step 3: lacks actionable request for concrete change from management beyond already implemented practices.";NON-SUGGESTION;ok
You get the feel for just how big Santiago is... you can even see the Andes mountains, almost to the sea. Big modern shopping center next door, lots of restaurants.;Beautiful views all directions;en;en;en;en;0.7714289354969571;You get the feel for just how big Santiago is... you can even see the Andes mountains, almost to the sea. Big modern shopping center next door, lots of restaurants.;Step 1: personal experience/advice to others. Step 2: no future gap (describes present observations). Step 3: not actionable for management. NON-SUGGESTION;NON-SUGGESTION;ok
I was travelling solo and it was the very first time I visited Santiago. I joined two tours and both were fantastic. I got a quick reply for booking and warm greetings when I arrived. Friendly and caring tour guides (Francesco, Fran and Nacha) made the tours much more fun. Stray dogs followed us around but I think those dogs tried to take care of the bikers. If you're concerned with the dogs, just stay in the back as another tour guide would follow from behind. Highly recommended for those who have just arrived and want to know Santiago through a local's eyes before deciding what to explore.;fantastic tour;en;en;en;en;0.8522744059286966;I was travelling solo and it was the very first time I visited Santiago. I joined two tours and both were fantastic. I got a quick reply for booking and warm greetings when I arrived. Friendly and caring tour guides (Francesco, Fran and Nacha) made the tours much more fun. Stray dogs followed us around but I think those dogs tried to take care of the bikers. If you're concerned with the dogs, just stay in the back as another tour guide would follow from behind. Highly recommended for those who have just arrived and want to know Santiago through a local's eyes before deciding what to explore.;"Step 1: Tourist addressing management (replies/greetings) and self. Step 2: No explicit gap between current state and desired future state; offers workaround advice instead of requesting change. Step 3: Advice to other tourists, not actionable for management adjustment. NON-SUGGESTION";NON-SUGGESTION;ok
