review_text;title;language;language_detected_context;language_detected_full;language_majority_lang;language_majority_percentage;review_text_preprocessed;razonamiento_corto;etiqueta;estado_etiquetado
overall we enjoyed the displays and information the museum offered, but the animal mounts are a poor representation of the species they were to portray. good information of the punta arena area.;history with poor display;en;en;en;en;0.8791210651628286;overall we enjoyed the displays and information the museum offered, but the animal mounts are a poor representation of the species they were to portray. good information of the punta arena area.;Step 1: tourists. Step 2: no future gap (complaint about current state). Step 3: not actionable. NON-SUGGESTION;NON-SUGGESTION;ok
Museum of Human Rights that focuses on the 1973 Coup d'Etat. The free museum has 4 levels dedicated to showing the lead-up, the event, and nearly 15-year rule of the Pinochet regime. The museum is modern, nice, and quite informative with lots of first-hands accounts, newspapers, videos, clothing (mostly in Spanish with some English in there) describing the harrowing experience of the denizens trapped in the regime. As an American, it was tough to see all the effects of our actions that are seldom taught in schools. Great museum overall, and conveniently located next to a metro stop.;Modern museum dedicated to the Coup d'Etat;en;en;en;en;0.8832264787766685;Museum of Human Rights that focuses on the 1973 Coup d'Etat. The free museum has 4 levels dedicated to showing the lead-up, the event, and nearly 15-year rule of the Pinochet regime. The museum is modern, nice, and quite informative with lots of first-hands accounts, newspapers, videos, clothing (mostly in Spanish with some English in there) describing the harrowing experience of the denizens trapped in the regime. As an American, it was tough to see all the effects of our actions that are seldom taught in schools. Great museum overall, and conveniently located next to a metro stop.;Step 1: Tourist. Step 2: No future gap. Step 3: Not actionable. The review describes the museum's features and personal reflections without requesting changes or actions from management.;NON-SUGGESTION;ok
Excellent walks. I highly recommend the bora pro chile, especially with its amazing guides Naná, Sol and Nicolas, who made a difference.;Excellent experience;en;en;en;en;0.7014927271313001;Excellent walks. I highly recommend the bora pro chile, especially with its amazing guides Naná, Sol and Nicolas, who made a difference.;"Step 1: Tourist addressing others/advice to third parties. Step 2: No explicit gap between current and desired state; praise for guides. Step 3: No actionable request for management change. NON-SUGGESTION";NON-SUGGESTION;ok
I highly recommend this tour to anyone who has a spare day in Santiago or you should make sure you allow time to do this tour so you can experience Valparaiso Port and Vina del Mar. I enjoyed everything I saw throughout the day. Our tour leader Cristian was amazing, very informative with local information, history, and about the sights we were seeing and was funny along the way. Our driver Matias did a great job driving us around to everything we were seeing. Review of: Valparaiso Port and Vina del Mar Full-Day Tour from Santiago As you say it's a great option for those with spare time in Santiago. You get to enjoy quite a bit of our coastal cities and all in one day. Thank you for your review.;Great Full Day Tour;en;en;en;en;0.8762541790290759;I highly recommend this tour to anyone who has a spare day in Santiago or you should make sure you allow time to do this tour so you can experience Valparaiso Port and Vina del Mar. I enjoyed everything I saw throughout the day. Our tour leader Cristian was amazing, very informative with local information, history, and about the sights we were seeing and was funny along the way. Our driver Matias did a great job driving us around to everything we were seeing. Review of: Valparaiso Port and Vina del Mar Full-Day Tour from Santiago As you say it's a great option for those with spare time in Santiago. You get to enjoy quite a bit of our coastal cities and all in one day. Thank you for your review.;Step 1: Tourists/talking to others. Step 2: No future gap (descriptive/praise). Step 3: No actionable change. NON-SUGGESTION;NON-SUGGESTION;ok
We really enjoyed this spot on the river even though it was a bit crowded. Great to see the gorgeous blue water rushing through the canyons and falls. But as you're driving past this spot toward Petrohue, there are a couple of other spots to pull over and see nice spots and falls on the river, including one where you can walk down to the shore of the river near the rapids. That was even more fun for our family! A couple of pics from there included.;Check out another great spot down the road;en;en;en;en;0.9255321099622948;We really enjoyed this spot on the river even though it was a bit crowded. Great to see the gorgeous blue water rushing through the canyons and falls. But as you're driving past this spot toward Petrohue, there are a couple of other spots to pull over and see nice spots and falls on the river, including one where you can walk down to the shore of the river near the rapids. That was even more fun for our family! A couple of pics from there included.;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change for management. NON-SUGGESTION;NON-SUGGESTION;ok
If you love literature this a great place to visit. Located on a hill with amazing ocean views is one of the eccentric homes of Pablo Neruda. It's a great immersive visit to the poet's life and point of view.;Must-see place in Santiago;en;en;en;en;0.859649200626631;If you love literature this a great place to visit. Located on a hill with amazing ocean views is one of the eccentric homes of Pablo Neruda. It's a great immersive visit to the poet's life and point of view.;Step 1: tourists/advice to others. Step 2: no future gap (descriptive praise). Step 3: not actionable for management. NON-SUGGESTION;NON-SUGGESTION;ok
It´s not just the patio, it´s also the surrounding especially in the evening. All kind of good restaurants,bars, disco´s, handcraft shops with a near by handcraft fair with reasonable prices. A mix of everything for everyone.....MUST!!;Food, art and handcraft;en;en;en;en;0.9146341798040576;It´s not just the patio, it´s also the surrounding especially in the evening. All kind of good restaurants,bars, disco´s, handcraft shops with a near by handcraft fair with reasonable prices. A mix of everything for everyone.....MUST!!;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. NON-SUGGESTION (compliment/advice to others).;NON-SUGGESTION;ok
The first tour was to the Rainbow Valley. Our guide Matias was excellent. He gave us a lot of information about the scenery. The tour isn't chosen much, but totally worth going. Beautiful views! Our second trip was the Piedras Rojas tour. Our guide Osvaldo knew a lot about the nature. Volcanos, lakes, lagoons and flamingos. The best tour we did. We also visited the El Tatio Geyser with Azul. Impressive views. Azul knew a lot, but she explained only a bit to the whole group. When you asked her something, she explained it enthousticly. The last tour was Salar de Tara. Our guide was again Osvaldo. Again great views. We liked the Monjes de la Pacana the most. This tour was the least special of all the tours we took. In the end, great experience with Volcano Aventura. Although it is more expensive than other tours in town it was definitely worth the money.;4 tours with Volcano Aventura;en;en;en;en;0.8260359400169716;The first tour was to the Rainbow Valley. Our guide Matias was excellent. He gave us a lot of information about the scenery. The tour isn't chosen much, but totally worth going. Beautiful views! Our second trip was the Piedras Rojas tour. Our guide Osvaldo knew a lot about the nature. Volcanos, lakes, lagoons and flamingos. The best tour we did. We also visited the El Tatio Geyser with Azul. Impressive views. Azul knew a lot, but she explained only a bit to the whole group. When you asked her something, she explained it enthousticly. The last tour was Salar de Tara. Our guide was again Osvaldo. Again great views. We liked the Monjes de la Pacana the most. This tour was the least special of all the tours we took. In the end, great experience with Volcano Aventura. Although it is more expensive than other tours in town it was definitely worth the money.;Step 1: management (describing experiences). Step 2: no future gap (descriptive/comparative). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
I went on a bike tour of Santiago with my business school. I am not a confident bike rider so I was a little nervous, but I was amazed at how safe I felt the entire time. The bikes are really comfortable and the guides make it so that you barely have to pay attention to traffic. You can look around and the beautiful sights instead. I had spent a few days exploring Santiago on foot, and my feet and legs were very sore. Santiago by bike felt easy and leisurely, and we covered so much more ground! Finally, the guides tell you everything you really want to know about Santiago, like 'who are all these dogs and are they ok?', and 'why are there so many couples snuggling in the park?' Even after several hours I didn't want it to end! Finally, this was also a good way to get to know my classmates. We had some nice conversations while we rode. Muchas gracias Madelyn H! You got an informative tour! Dog, couples kissing... what else could you ask for when studying business in Chile :) Thx to you and your team for deciding to test out your bike legs and see the city on 2 wheels. 100+ MBA students on bikes, you, us, we all passed the final exam! Thanks. It was great meeting your group and chatting with you all. Peter;Everything you really want to know about Santiago;en;en;en;en;0.8964317612099516;I went on a bike tour of Santiago with my business school. I am not a confident bike rider so I was a little nervous, but I was amazed at how safe I felt the entire time. The bikes are really comfortable and the guides make it so that you barely have to pay attention to traffic. You can look around and the beautiful sights instead. I had spent a few days exploring Santiago on foot, and my feet and legs were very sore. Santiago by bike felt easy and leisurely, and we covered so much more ground! Finally, the guides tell you everything you really want to know about Santiago, like 'who are all these dogs and are they ok?', and 'why are there so many couples snuggling in the park?' Even after several hours I didn't want it to end! Finally, this was also a good way to get to know my classmates. We had some nice conversations while we rode. Muchas gracias Madelyn H! You got an informative tour! Dog, couples kissing... what else could you ask for when studying business in Chile :) Thx to you and your team for deciding to test out your bike legs and see the city on 2 wheels. 100+ MBA students on bikes, you, us, we all passed the final exam! Thanks. It was great meeting your group and chatting with you all. Peter;Step 1: Tourists/advice to others. Step 2: No future gap (satisfaction expressed). Step 3: No actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
I really like this tourist bus experience, it is a perfect opportunity to get to know the main points of the city quickly and efficiently, mainly because I travel alone. I have already been to other cities, such as Barcelona, Amsterdam, Lisbon. In Santiago, the trip was very good! The attention of the guide Nicole Gutierrez was incredible! Review of: Cable Car, Funicular and Sightseeing Bus in Santiago two days Estimado viajero, nos alegra saber que tuvo una buena experiencia durante su recorrido y junto a nuestro equipo de trabajo, muchas gracias por compartir su opinión con nosotros. ¡Esperamos su pronta visita!;Fast and complete experience;en;en;en;en;0.5916943940904431;I really like this tourist bus experience, it is a perfect opportunity to get to know the main points of the city quickly and efficiently, mainly because I travel alone. I have already been to other cities, such as Barcelona, Amsterdam, Lisbon. In Santiago, the trip was very good! The attention of the guide Nicole Gutierrez was incredible! Review of: Cable Car, Funicular and Sightseeing Bus in Santiago two days Estimado viajero, nos alegra saber que tuvo una buena experiencia durante su recorrido y junto a nuestro equipo de trabajo, muchas gracias por compartir su opinión con nosotros. ¡Esperamos su pronta visita!;Step 1: Tourists (no direct address to management). Step 2: No future gap (satisfaction expressed). Step 3: No actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
