review_text;title;language;language_detected_context;language_detected_full;language_majority_lang;language_majority_percentage;review_text_preprocessed;razonamiento_corto;etiqueta;estado_etiquetado
This is a pleasant excursion that starts with riding a tram up a mountain, where you have the opportunity to stop off at a zoo halfway up. There was a biking event on the day we went, so there were a lot more people than usual near the top. At the end of the tram trip, you can disembark and take photos there, or walk a bit more upwards towards the Virgin Mary statue (recommended). The view is nicer from near the statue and a lot of locals just sitting around relaxing while uplifting their spiritual mentality.;That's Mary not Jesus;en;en;en;en;0.902703401952998;This is a pleasant excursion that starts with riding a tram up a mountain, where you have the opportunity to stop off at a zoo halfway up. There was a biking event on the day we went, so there were a lot more people than usual near the top. At the end of the tram trip, you can disembark and take photos there, or walk a bit more upwards towards the Virgin Mary statue (recommended). The view is nicer from near the statue and a lot of locals just sitting around relaxing while uplifting their spiritual mentality.;Step 1: tourist/mangement (no direct address). Step 2: future gap/no (descriptive praise/recommendation without explicit desire for change). Step 3: actionable/no (observations without requesting management action). NON-SUGGESTION;NON-SUGGESTION;ok
The journey to Aucar Island was wonderful and I loved being there and exploring it even more. They are places so far away but no less attractive than any other in our country and the world.;Lovely;en;en;en;en;0.9186048890852097;The journey to Aucar Island was wonderful and I loved being there and exploring it even more. They are places so far away but no less attractive than any other in our country and the world.;"Step 1: tourist talking about personal experience with other tourists → not management-focused. Step 2: no gap between current state and desired future state; only descriptive praise exists. Step 3: no actionable change requested that management could implement. NON-SUGGESTION";NON-SUGGESTION;ok
"The early start travelling in the dark could be viewed as a bonus, making the return journey a discovery. Flamingoes, vicunas and a village. We were lucky to find ourselves in the 4WD with only a couple from Brazil, a driver and our guide, Nicholas, who spoke excellent English. Arriving at the geysers before the sun appeared from behind the volcanoes the air temperature was - 7C degrees; seeing our own breath did not compare with the sky-high plumes from the geysers! Walking slowly [altitude breathlessness] and carefully [boiling water/steam underfoot] around the site is surreal. More surreal is a dip in the hot springs in these surroundings - cooler up one end, literally boiling up the other. And further surreal - back at the vehicle - hot chocolate, croissants and even scrambled eggs. Luxury in the middle of nowhere.";Nature's Steam in -7C degrees!;en;en;en;en;0.936014386398733;"The early start travelling in the dark could be viewed as a bonus, making the return journey a discovery. Flamingoes, vicunas and a village. We were lucky to find ourselves in the 4WD with only a couple from Brazil, a driver and our guide, Nicholas, who spoke excellent English. Arriving at the geysers before the sun appeared from behind the volcanoes the air temperature was - 7C degrees; seeing our own breath did not compare with the sky-high plumes from the geysers! Walking slowly [altitude breathlessness] and carefully [boiling water/steam underfoot] around the site is surreal. More surreal is a dip in the hot springs in these surroundings - cooler up one end, literally boiling up the other. And further surreal - back at the vehicle - hot chocolate, croissants and even scrambled eggs. Luxury in the middle of nowhere.";Step 1: Tourist describing personal experiences. Step 2: No explicit desire or expectation of improvement in services. Step 3: No actionable suggestions to management for changes. NON-SUGGESTION;NON-SUGGESTION;ok
Juan was a wonderful driver and tour guide. Highly recommend this tour as a day trip from Santiago. Two tours were wonderful. Review of: Maipo Valley Wine Tour with 4 vineyards from Santiago.;Excellent Maipo Valley Tour;en;en;en;en;0.9038462272787696;Juan was a wonderful driver and tour guide. Highly recommend this tour as a day trip from Santiago. Two tours were wonderful. Review of: Maipo Valley Wine Tour with 4 vineyards from Santiago.;Step 1: tourist/tourism recommendations. Step 2: no future gap (past positive experience). Step 3: non-actionable praise/recommendation. NON-SUGGESTION;NON-SUGGESTION;ok
For 4 hours (with a stop in-between for refreshments) we covered on foot a number of iconic places in Santiago. Our guide Franco was easy to understand and enjoyable to listen to. The tour is highly recommended as a way to get a high level overview of where you are and a bit of history on Santiago.;Franco (English Guide) provides an enjoyable overview of Santiago;en;en;en;en;0.8856427711983182;For 4 hours (with a stop in-between for refreshments) we covered on foot a number of iconic places in Santiago. Our guide Franco was easy to understand and enjoyable to listen to. The tour is highly recommended as a way to get a high level overview of where you are and a bit of history on Santiago.;Step 1: tourists/management (advice to others about choosing the tour). Step 2: no gap (praise without requesting changes). Step 3: non-actionable (general recommendation for future visitors, not specific to management adjustments). NON-SUGGESTION;NON-SUGGESTION;ok
I went for the 10am morning tour which started near La Moneda metro station. No one else turned up so Santiago did a private one-on-one tour for me! The whole tour was completed within 3hours and it was very informative and offered a great insight into Chile! Santiago was very professional and prompt to answer any queries. I would highly recommend anyone to do the tour with Santiago!;excellent and informative tour;en;en;en;en;0.9550872966696876;I went for the 10am morning tour which started near La Moneda metro station. No one else turned up so Santiago did a private one-on-one tour for me! The whole tour was completed within 3hours and it was very informative and offered a great insight into Chile! Santiago was very professional and prompt to answer any queries. I would highly recommend anyone to do the tour with Santiago!;Step 1: tourist/tourism. Step 2: no gap (past event with positive outcome). Step 3: no actionable request for change in services. [Recommendation to others is advice, not management-focused]. NON-SUGGESTION;NON-SUGGESTION;ok
This is a great way to get around Santiago, it goes everywhere around the city & is inexpensive. Be aware of PickPockets in all crowds. Many people are poor in this country & many Homeless people are here. Do lots of research on where to go & where not to go.;Great Transportation;en;en;en;en;1.0;This is a great way to get around Santiago, it goes everywhere around the city & is inexpensive. Be aware of PickPockets in all crowds. Many people are poor in this country & many Homeless people are here. Do lots of research on where to go & where not to go.;Step 1: tourists/advice to peers. Step 2: no desired future state (descriptive/advise only). Step 3: not actionable by management. NON-SUGGESTION;NON-SUGGESTION;ok
Excellent experience. The farmers who participated in the visit were very happy with all the places visited and with learning to understand what community tourism consists of. I personally congratulate them for the collaborative model of the various experiences that they have developed together with the entrepreneurs of the Curarrehue commune, Greetings from the commune of Toltén Ignacio Silva;Visit with farmers from the commune of Toltén;en;en;en;en;0.8358977540168048;Excellent experience. The farmers who participated in the visit were very happy with all the places visited and with learning to understand what community tourism consists of. I personally congratulate them for the collaborative model of the various experiences that they have developed together with the entrepreneurs of the Curarrehue commune, Greetings from the commune of Toltén Ignacio Silva;Step 1: tourist addressing other visitors (farmers). Step 2: no future gap expressed (just praise). Step 3: not actionable toward management. [Compliment to another group, non-requests for improvement].;NON-SUGGESTION;ok
The metro was quick, easy, clean, affordable, simple . . . . there is no reason to not use the metro.;easy;en;en;en;en;1.0;The metro was quick, easy, clean, affordable, simple . . . . there is no reason to not use the metro.;Step 1: tourists/management (describes experience without direct address). Step 2: no future gap (satisfied with current service). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Joaquin is a very knowledgable guide, we highly recommend his horseback ride. In just a short drive from Santiago you get a chance to see the city from a vastly different perspective and connect with the natural environment of the Andes foothills and beautiful Chilean horses. Joaquin, Orlando, and Max (the stable border collie) were the perfect ride hosts. A great option for an off the beaten path experience in just a half day tour. Review of: Authentic Andes Adventure: Private Horse Riding and Cheese & Wine Thank you so much for your wonderful review! I’m thrilled you enjoyed the horseback ride and the unique perspective of Santiago and the Andes foothills. It’s always a pleasure to share the natural beauty of this area and the charm of our Chilean horses. Orlando, Max, and I are so glad we could make your experience memorable! I hope to welcome you back for more off-the-beaten-path adventures in the future. 🌄🐴;Half day excursion, but a world away from Santiago;en;en;en;en;0.951076879020689;Joaquin is a very knowledgable guide, we highly recommend his horseback ride. In just a short drive from Santiago you get a chance to see the city from a vastly different perspective and connect with the natural environment of the Andes foothills and beautiful Chilean horses. Joaquin, Orlando, and Max (the stable border collie) were the perfect ride hosts. A great option for an off the beaten path experience in just a half day tour. Review of: Authentic Andes Adventure: Private Horse Riding and Cheese & Wine Thank you so much for your wonderful review! I’m thrilled you enjoyed the horseback ride and the unique perspective of Santiago and the Andes foothills. It’s always a pleasure to share the natural beauty of this area and the charm of our Chilean horses. Orlando, Max, and I are so glad we could make your experience memorable! I hope to welcome you back for more off-the-beaten-path adventures in the future. 🌄🐴;"Step 1: Tourist talking to other visitors. Step 2: No explicit gap between current state and desired future state (only praise for existing experience). Step 3: No concrete actionable request to management; purely a recommendation to third parties. NON-SUGGESTION";NON-SUGGESTION;ok
Everything very well organized, punctual and with a standard of service among the 4 different guides who attended us. Highlight Luiz for the richness of details in the explanations. Very worth it and I recommend it. The landscapes are beautiful and very different from what we had ever seen.;Very good experience!;en;en;en;en;0.9375001085059944;Everything very well organized, punctual and with a standard of service among the 4 different guides who attended us. Highlight Luiz for the richness of details in the explanations. Very worth it and I recommend it. The landscapes are beautiful and very different from what we had ever seen.;Step 1: tourist/reviewers (implied as general recommendation). Step 2: no future gap (expresses praise/satisfaction only). Step 3: no concrete change requested. NON-SUGGESTION;NON-SUGGESTION;ok
