review_text;title;language;language_detected_context;language_detected_full;language_majority_lang;language_majority_percentage;review_text_preprocessed;razonamiento_corto;etiqueta;estado_etiquetado
Claudio was a great guide! Very good story telling and enthusiastic guide. Quite a lot of good tips also for continuing your stay in Santiago. Recommended! Review of: The best walking tour in Santiago de Chile;Great tour to learn about Santiago!;en;en;en;en;0.6222222939002093;Claudio was a great guide! Very good story telling and enthusiastic guide. Quite a lot of good tips also for continuing your stay in Santiago. Recommended! Review of: The best walking tour in Santiago de Chile;Step 1: [tourist/tourism]. Step 2: no future gap (satisfaction with tips). Step 3: actionable? No—compliment on guide quality and existing content. Non-suggestion.;NON-SUGGESTION;ok
We were two couples who had just got off a cruise ship. All of us have toured .wineries across the world - France, Italy, California, Canada, Australia, and New Zealand. Kylie met us and did everything expected and so very much more. It was apparent that this business is her passion. The van and driver were both top notch. We visited 2 different wineries and while many tastings are just that, we toured both wineries from top to bottom, ending in wonderful tastings. Kylie was involved throughout the day and her suggestion for lunch at a local restaurant was outstanding. We had a wonderful day with Kylie who treated us like friends rather than customers. Once back in Santiago she gave us a tour of downtown Santiago before we were dropped at our hotel. Not only would we recommend her to friends, we want to use her again ourselves! Thank you for your great review, and sorry for taking so long to respond. It's been a tough time for tourism but we are still here, and excited to get back out to the wineries again. I'm glad that you had a great tour, and I really hope you can make it back down here some time in the near future. All the best and thanks again!;Best Wine Tour Ever;en;en;en;en;0.9520834883393496;We were two couples who had just got off a cruise ship. All of us have toured .wineries across the world - France, Italy, California, Canada, Australia, and New Zealand. Kylie met us and did everything expected and so very much more. It was apparent that this business is her passion. The van and driver were both top notch. We visited 2 different wineries and while many tastings are just that, we toured both wineries from top to bottom, ending in wonderful tastings. Kylie was involved throughout the day and her suggestion for lunch at a local restaurant was outstanding. We had a wonderful day with Kylie who treated us like friends rather than customers. Once back in Santiago she gave us a tour of downtown Santiago before we were dropped at our hotel. Not only would we recommend her to friends, we want to use her again ourselves! Thank you for your great review, and sorry for taking so long to respond. It's been a tough time for tourism but we are still here, and excited to get back out to the wineries again. I'm glad that you had a great tour, and I really hope you can make it back down here some time in the near future. All the best and thanks again!;Step 1: tourists/management (implied via service provider comments). Step 2: no future gap (expresses satisfaction with current actions like the lunch suggestion). Step 3: no actionable change requested for management implementation. NON-SUGGESTION;NON-SUGGESTION;ok
Great 8km hike in Cajon del Maipo. Since the group was going well we did 12km and ended with a buffet accompanied by Chilean wine.;Perfect.;en;en;en;en;0.8055773266613965;Great 8km hike in Cajon del Maipo. Since the group was going well we did 12km and ended with a buffet accompanied by Chilean wine.;Step 1: tourist/tourist (no direct address to management). Step 2: no future gap (describes past actions and positive outcome without expressing a desired change). Step 3: not actionable for improvement. NON-SUGGESTION;NON-SUGGESTION;ok
Excellent experience with the Caminandes! The tours were amazing and the guide Diego was very attentive and knowledgeable of the region. The service was impeccable, from the booking to the last walk. I highly recommend this agency to anyone who is planning a trip to San Pedro do Atacama. Thank you for making our experience unforgettable!;You can bet on Caminandes!;en;en;en;en;0.7716051646292545;Excellent experience with the Caminandes! The tours were amazing and the guide Diego was very attentive and knowledgeable of the region. The service was impeccable, from the booking to the last walk. I highly recommend this agency to anyone who is planning a trip to San Pedro do Atacama. Thank you for making our experience unforgettable!;Step 1: tourists/advice to others. Step 2: no future gap (only praise). Step 3: no actionable change requested for management.;NON-SUGGESTION;ok
We had a great experience doing the San Pedro origins walking tour, our guide Gustavo was so passionate about the area and told some fantastic stories so that we could get to know the real San Pedro. Highly recommended. Thanks Ontheroad for the awesome review. Glad you enjoyed the outing with Gustavo. Saludos desde el norte, Peter;Fantastic tour!;en;en;en;en;0.8538463051040264;We had a great experience doing the San Pedro origins walking tour, our guide Gustavo was so passionate about the area and told some fantastic stories so that we could get to know the real San Pedro. Highly recommended. Thanks Ontheroad for the awesome review. Glad you enjoyed the outing with Gustavo. Saludos desde el norte, Peter;Step 1: tourists/management (no direct address). Step 2: no gap between current state and desire. Step 3: no actionable request for change. NON-SUGGESTION;NON-SUGGESTION;ok
The views of all the boats is fantastic as is watching the ferry go across to the next island loaded with cars.;Fantastic views;en;en;en;en;0.8444447308841367;The views of all the boats is fantastic as is watching the ferry go across to the next island loaded with cars.;Step 1: tourist/talking to themselves. Step 2: no future gap (compliment). Step 3: non-actionable sentiment. NON-SUGGESTION;NON-SUGGESTION;ok
Beautiful place! The guides were wonderful, I never felt like they were rushing us and yet the itinerary was accomplished. Farellones Park has many activities to do: tubing, canopying, sledding, among others. It should be noted that the entrance to the park is not included in the tour and costs $30,000 Chilean pesos. Once inside the park all activities are included except skiing. I was very satisfied with the tour and with very nice photos. Review of: Full Day Valle Nevado y Farellones;Highly recommended!;en;en;en;en;0.8686870778094522;Beautiful place! The guides were wonderful, I never felt like they were rushing us and yet the itinerary was accomplished. Farellones Park has many activities to do: tubing, canopying, sledding, among others. It should be noted that the entrance to the park is not included in the tour and costs $30,000 Chilean pesos. Once inside the park all activities are included except skiing. I was very satisfied with the tour and with very nice photos. Review of: Full Day Valle Nevado y Farellones;"Step 1: tourist experiences personal feedback; no direct address to management. Step 2: mentions current pricing/exclusion of skiing but does not explicitly express a desired change (e.g., 'should', 'wish' absent in actionable requests). Step 3: observations about costs are descriptive, not concrete proposals for management action. NON-SUGGESTION.";NON-SUGGESTION;ok
This tour was SO FUN! Our guide Nacho was very knowledgeable about Chile, including history and political background, which always fascinates me. High energy and a great sense of humor. The van was clean and comfortable and our diver was safe and courteous. The wine tastings were super fun, and our lunch was fabulous..not included in the price of the tour, but very reasonably priced and so fresh and well prepared. Don’t hesitate to book this one. ❤️ Review of: Maipo Valley Wine Tour with 4 vineyards from Santiago. This tour has a perfect mix of direfent wineries of maipo valley to give you a diverse experience with a lunch break at a lovely restaurant to give a round day. We're glad you had a great time. Thank you for your review.;FABULOUS wine tour!;en;en;en;en;0.8720003979276711;This tour was SO FUN! Our guide Nacho was very knowledgeable about Chile, including history and political background, which always fascinates me. High energy and a great sense of humor. The van was clean and comfortable and our diver was safe and courteous. The wine tastings were super fun, and our lunch was fabulous..not included in the price of the tour, but very reasonably priced and so fresh and well prepared. Don’t hesitate to book this one. ❤️ Review of: Maipo Valley Wine Tour with 4 vineyards from Santiago. This tour has a perfect mix of direfent wineries of maipo valley to give you a diverse experience with a lunch break at a lovely restaurant to give a round day. We're glad you had a great time. Thank you for your review.;Step 1: tourists (advice directed at peers/other tourists). Step 2: no future gap (all experiences described positively without requesting changes). Step 3: non-actionable (recommendation to others, not a concrete suggestion for management adjustment). NON-SUGGESTION;NON-SUGGESTION;ok
We went to many vineyards, for me this was the best, cheap and with tasting of wines with cheeseboard, very loving guides, answered all my questions. And uffff wines we cheapen for quality. Note: on the 10.30 we were alone with my husband it was customized for being so early;Premium vineyard;en;en;en;en;0.9278351974448826;We went to many vineyards, for me this was the best, cheap and with tasting of wines with cheeseboard, very loving guides, answered all my questions. And uffff wines we cheapen for quality. Note: on the 10.30 we were alone with my husband it was customized for being so early;Step 1: tourist/appreciates service. Step 2: no gap between current state and desired change (only praise/compliments). Step 3: no actionable improvement requested. NON-SUGGESTION;NON-SUGGESTION;ok
Wonderful half day tour, guide was friendly, knowledgeable and the Mercedes transporter was very comfortable. We covered so much of the city and it gave us a grand view of all important locations. Highly recommended if your time is short or for first time visitors to this very attractive city. Review of: Private Santiago City Half Day Tour Dear Alan, Thank you for your feedback, we really appreciate it! We are very happy that you had a good experience with us. We look forward to having you on board once again in the near future. Best regards, Maria from MTOtour;Highly recommended;en;en;en;en;0.8651213018703953;Wonderful half day tour, guide was friendly, knowledgeable and the Mercedes transporter was very comfortable. We covered so much of the city and it gave us a grand view of all important locations. Highly recommended if your time is short or for first time visitors to this very attractive city. Review of: Private Santiago City Half Day Tour Dear Alan, Thank you for your feedback, we really appreciate it! We are very happy that you had a good experience with us. We look forward to having you on board once again in the near future. Best regards, Maria from MTOtour;Step 1: talking to other tourists. Step 2: expresses satisfaction and recommendation without requesting change. Step 3: no actionable request for management improvement. [Non-suggestion due to general endorsement/advice to others];NON-SUGGESTION;ok
