review_text;title;language;language_detected_context;language_detected_full;language_majority_lang;language_majority_percentage;review_text_preprocessed;razonamiento_corto;etiqueta;estado_etiquetado
"I'll start by saying my friend and I were hesitant to even join a tour (given the negative things that we had read about some of the different tour companies online) but we were recommended to do it by lots of travellers that we had met. World White Travel was one of the companies recommended by our hostel in San Pedro so we decided to book with them. We didn't know what to expect but we are so glad we booked with them. The first day started with us taking a shuttle from San Pedro de Atacama to the border to cross into Bolivia, have breakfast and meet our drivers. We got divided into 2 groups with our group's driver being Renaldo. He ended up also being our (fantastic by the way) cook, guide, photographer and DJ. That day and the next day we toured the desert seeing the different lagunas, volcanoes, rock formations and flamingos! The last (and everybody's favorite) day we drove out onto the Uyuni salt flat before sunrise. This was one of the highlights of my South American trip so far. Our whole group had a blast. Renaldo made sure to take us to places where there were very few other tour groups around so we could enjoy the areas more. He also drove out of the way on the last day to find water on the salt flats so that we could take better pictures. All in all it was a fantastic tour and I would definitely do it with this is company again. If you can; try to request Renaldo as your guide. He definitely went the extra mile to make sure that everyone had an amazing time.";Amazing tour! 3 day 2 night San Pedro to Uyuni;en;en;en;en;0.8525884353794716;"I'll start by saying my friend and I were hesitant to even join a tour (given the negative things that we had read about some of the different tour companies online) but we were recommended to do it by lots of travellers that we had met. World White Travel was one of the companies recommended by our hostel in San Pedro so we decided to book with them. We didn't know what to expect but we are so glad we booked with them. The first day started with us taking a shuttle from San Pedro de Atacama to the border to cross into Bolivia, have breakfast and meet our drivers. We got divided into 2 groups with our group's driver being Renaldo. He ended up also being our (fantastic by the way) cook, guide, photographer and DJ. That day and the next day we toured the desert seeing the different lagunas, volcanoes, rock formations and flamingos! The last (and everybody's favorite) day we drove out onto the Uyuni salt flat before sunrise. This was one of the highlights of my South American trip so far. Our whole group had a blast. Renaldo made sure to take us to places where there were very few other tour groups around so we could enjoy the areas more. He also drove out of the way on the last day to find water on the salt flats so that we could take better pictures. All in all it was a fantastic tour and I would definitely do it with this is company again. If you can; try to request Renaldo as your guide. He definitely went the extra mile to make sure that everyone had an amazing time.";Step 1: Tourists/advising others. Step 2: No future gap (describing past experiences). Step 3: No actionable change request to management. NON-SUGGESTION;NON-SUGGESTION;ok
Very good tour Very friendly and pleasant guide The breakfast was very tasty with a good variety and quantity of things Review of: Half Day Tour to Geysers del Tatio;Good guide and good snack;en;en;en;en;0.8948515767242792;Very good tour Very friendly and pleasant guide The breakfast was very tasty with a good variety and quantity of things Review of: Half Day Tour to Geysers del Tatio;Step 1: Tourist. Step 2: No future gap (compliments only). Step 3: No actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Great company, treated us very well on the way and back. Polite and punctual drivers, as well as putting good music throughout the course;Very punctual company, polite drivers. Indicate very par all customers and for us that we use 👏🏻👏🏻👏🏻;es;en;en;en;1.0;Great company, treated us very well on the way and back. Polite and punctual drivers, as well as putting good music throughout the course;Step 1: management (implied through praise of service). Step 2: no future gap (satisfaction expressed). Step 3: no actionable change requested. NON-SUGGESTION (compliment on service quality).;NON-SUGGESTION;ok
The museum has a extremelly nice collection, very well organized and with lots of space that makes the visit very agreable. A must!;Very nice collection;en;en;en;en;0.9268292461019372;The museum has a extremelly nice collection, very well organized and with lots of space that makes the visit very agreable. A must!;Step 1: tourist. Step 2: no future gap. Step 3: not actionable. NON-SUGGESTION;NON-SUGGESTION;ok
Not sure you can enjoy a better view of the Andes from Santiago. Stunning! Don’t forget to visit the upper deck!;Nice Views;en;en;en;en;0.774194213008088;Not sure you can enjoy a better view of the Andes from Santiago. Stunning! Don’t forget to visit the upper deck!;Step 1: management (implied by 'you'). Step 2: no future gap (descriptive statement + compliment). Step 3: no actionable change for management. NON-SUGGESTION;NON-SUGGESTION;ok
The service and guides are amazing. There was concern from the moment we arrived. 100% recommended. I will return without fail 🙂;Highly recommended;en;en;en;en;0.7971020172604808;The service and guides are amazing. There was concern from the moment we arrived. 100% recommended. I will return without fail 🙂;Step 1: Tourist talking about their own experience (not management). Step 2: No explicit desire for change (descriptive praise/complaint). Step 3: No actionable request for management intervention. NON-SUGGESTION;NON-SUGGESTION;ok
Lots of fascinating information about Chile, its history and modern Chilean society delivered in an engaging and accessible way by our excellent guide Allie! Review of: The best walking tour in Santiago de Chile;Highly recommend!;en;en;en;en;0.9206348230443456;Lots of fascinating information about Chile, its history and modern Chilean society delivered in an engaging and accessible way by our excellent guide Allie! Review of: The best walking tour in Santiago de Chile;Step 1: tourists/advice to others. Step 2: no future gap (satisfaction/compliment). Step 3: no actionable change requested. NON-SUGGESTION;NON-SUGGESTION;ok
Below is feedback regarding Zerando Chile's services. The team's work is impeccable. From the seller (Isaac Moreira) who helped us a lot. Drivers and Guide Sergio who accompanied us on the first day of climbing in the snow. In addition to being kind, they helped us with decision-making, making all the difference so we could enjoy the day... Jay accompanied us on two tours... she is a knockout, contagious joy and unparalleled professionalism. We went with a group of 16 people, 6 of whom were children. We did 4 tours with them and it was spectacular!!;Unparalleled professionalism!;en;en;en;en;0.8834952059772507;Below is feedback regarding Zerando Chile's services. The team's work is impeccable. From the seller (Isaac Moreira) who helped us a lot. Drivers and Guide Sergio who accompanied us on the first day of climbing in the snow. In addition to being kind, they helped us with decision-making, making all the difference so we could enjoy the day... Jay accompanied us on two tours... she is a knockout, contagious joy and unparalleled professionalism. We went with a group of 16 people, 6 of whom were children. We did 4 tours with them and it was spectacular!!;Step 1: tourists. Step 2: no future gap. Step 3: no actionable change. NON-SUGGESTION;NON-SUGGESTION;ok
The best experience, the coordinators were very attentive, friendly and always gave us a lot of information. The views are 10/10, well worth it. Super recommended Review of: Santiago: Cajón del Maipo, Hot Springs, Waterfall & Chilean BBQ;The Andes 👌👌;en;en;en;en;0.7165408342728311;The best experience, the coordinators were very attentive, friendly and always gave us a lot of information. The views are 10/10, well worth it. Super recommended Review of: Santiago: Cajón del Maipo, Hot Springs, Waterfall & Chilean BBQ;Step 1: Tourists. Step 2: No future gap. Step 3: No actionable change. NON-SUGGESTION;NON-SUGGESTION;ok
Amazing tour, guides José Meneses, punctual, charismatic, communicative and very lively! We loved the trip with him.;It was amazing;en;en;en;en;0.8372096094664989;Amazing tour, guides José Meneses, punctual, charismatic, communicative and very lively! We loved the trip with him.;Step 1: tourists (no direct address to management). Step 2: no future gap (compliments on service quality). Step 3: not actionable (no request for change). NON-SUGGESTION;NON-SUGGESTION;ok
